,Unnamed: 0,author_review_count,rating,title,date,location,body,Seat Type,Aircraft Type,Seat Layout,Date Flown,Type Of Traveller,Seat Legroom,Seat Recline,Seat Width,Aisle Space,Seat Storage,Recommended,airline_slug,airline,Viewing Tv Screen,Power Supply,Sleep Comfort,Sitting Comfort,Seat/bed Width,Seat/bed Length,Seat Privacy,cleaned_body,scores,pos_score,neu_score,neg_score,compound_score
2268,2269,7.0,1.0,"""how hard it is to get onto the aisle""",2021-08-14,India,"This was one of Emirates newer business class seats which go lie flat making it comfortable to sleep in.  The seat was wide enough to sit comfortably and was long enough for me to sleep in (I'm 6'2""). Complimentary wifi for skywards members in business worked well and was enough to text. IFE screen was clear and the amenity kit was well stocked. The only drawback I can find with this seat is the lack of privacy on the aisle seats and how hard it is to get onto the aisle when on a window or middle seat.",Business Class,Boeing 777-300 ER,2x3x2,June 2021,Leisure,,,,,0.8,True,emirates,Emirates,,1.0,1.0,1.0,1.0,1.0,1.0,emirate newer business class seat go lie flat making comfortable sleep seat wide enough comfortably long enough sleep complimentary wifi skywards member business worked well enough text ife screen clear amenity kit well stocked drawback find seat lack privacy aisle seat hard get onto aisle window middle seat,"{'neg': 0.062, 'neu': 0.672, 'pos': 0.266, 'compound': 0.9022}",0.266,0.672,0.062,0.9022
2269,2270,0.0,0.9,"""Legroom is sufficient""",2021-08-11,United Kingdom,"We were a family of five, and our seats were one middle row plus one seat on the middle-left aisle in front of the middle row we occupied. Seat was comfortable and came with blanket, pillow and pair of headphones and toys for children. The IFE system is the best of airlines we’ve travelled. Most of the content on the system is in English, but there are options in other languages. TV is large. Selection of entertainment for kids was excellent. All seats with a USB port and most seats also with a three-prong electrical socket. Storage space for baggage is ample. Legroom is sufficient for tall passengers.",Economy Class,Boeing 777-300ER,3x4x3,August 2021,Family Leisure,1.0,0.8,1.0,1.0,1.0,True,emirates,Emirates,1.0,1.0,,,,,,family five seat middle row plus seat middle left aisle front middle row occupied seat comfortable came blanket pillow pair headphone toy child ife system best airline travelled content system english option language tv large selection entertainment kid excellent seat usb port seat three prong electrical socket storage space baggage ample legroom sufficient tall passenger,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.9325}",0.215,0.785,0.0,0.9325
2270,2271,0.0,0.1,"""business class is sub standard""",2020-02-07,United Arab Emirates,"Emirates Boeing 777 is a sub standard plane nowadays. Business class layout 2x3x2 is obsolete and very uncomfortable. This is the only business class on long haul that you almost don’t have space for your shoulder and I am pretty small. If you are tall forget to seat here comfortable . It’s unbelievable how poor is the design of this aircraft. Never pay for business class on 777, never ever is an uncomfortable premium economy. I am a frequent flyer with Emirates but the business class in Emirates is sub standard, big gap with any premium airline . Terrible that Emirates such old plane and seat.",Business Class,Boeing 777,2x3x2,February 2020,Business,,,,,0.2,no,emirates,Emirates,,0.2,0.2,0.2,0.2,0.2,0.2,emirate boeing standard plane nowadays business class layout obsolete uncomfortable business class long haul almost space shoulder pretty small tall forget seat comfortable unbelievable poor design aircraft never pay business class never ever uncomfortable premium economy frequent flyer emirate business class emirate standard big gap premium airline terrible emirate old plane seat,"{'neg': 0.232, 'neu': 0.628, 'pos': 0.14, 'compound': -0.7325}",0.14,0.628,0.232,-0.7325
2271,2272,0.0,0.1,"""seats were extremely uncomfortable""",2019-11-12,Malaysia,"Emirates Boeing 777 aircraft from Dubai to Kuala Lumpur an overnight flight and found the experience extremely disappointing. The business class seats were extremely uncomfortable and we found the seat had limited reclining pitch. On the lay flat position, we found ourselves constantly sliding downwards because the seat had a sloping angle. Throughout the flight, we have to constantly force ourselves upwards using our feet because whenever we dosed off the top half of our body forced onto the lower half resulted in a position like to a squat (bend knees & increasing pressure on toes & feet). The resultant effect is complete sleepless, restless & discomfort night, and we were exhausted on our arrival. To make the matter worst, I had my arms and body wedged in the seat (meaning that the seat canopy was not wide enough to fit my body size). And I consider myself as medium built of 175cm @ 85kg. The wedge had caused muscle cramp on my upper body. The decision to book with Emirates business class was to achieve a good sleep in the first place. Of the 7 hours flight, I stayed in laying down position for 6 hours where sleep achieve was less than 10mins. Attempts to resolve the discomfort with flight attendant not long after airborne, and we were told that seat has reached maximum recline position. We would give you 1 star.",Business Class,Boeing 777,2x3x2,October 2019,Business,,,,,0.2,no,emirates,Emirates,,0.4,0.2,0.2,0.2,0.2,0.6,emirate boeing aircraft dubai kuala lumpur overnight flight found experience extremely disappointing business class seat extremely uncomfortable found seat limited reclining pitch lay flat position found constantly sliding downwards seat sloping angle throughout flight constantly force upwards using foot whenever dosed top half body forced onto lower half resulted position like squat bend knee increasing pressure toe foot resultant effect complete sleepless restless discomfort night exhausted arrival make matter worst arm body wedged seat meaning seat canopy wide enough fit body size consider medium built cm kg wedge caused muscle cramp upper body decision book emirate business class achieve good sleep first place hour flight stayed laying position hour sleep achieve le min attempt resolve discomfort flight attendant long airborne told seat reached maximum recline position would give star,"{'neg': 0.203, 'neu': 0.702, 'pos': 0.095, 'compound': -0.9516}",0.095,0.702,0.203,-0.9516
2272,2273,1.0,0.3,"""seats are okay""",2019-06-06,United Arab Emirates,"The airline has huge drop in quality from last 2-3 years. This flight is good if you travel in business class or else the experience is terrible. Online check in is possible but there is no use, during the check in time we choose a seat and boarding pass also issued as per. Booked around the front part and we received boarding pass at airport with tail seat. Counter staff said its due to the air craft change. But there is no change in the aircraft, seats are okay but service is terrible. Better avoid emirates economy",Economy Class,A380-800,3x4x3,June 2019,Business,0.8,0.6,0.6,0.2,0.2,no,emirates,Emirates,0.4,1.0,,,,,,airline huge drop quality last year flight good travel business class else experience terrible online check possible use check time choose seat boarding pas issued booked around front part received boarding pas airport tail seat counter staff said due air craft change change aircraft seat okay service terrible better avoid emirate economy,"{'neg': 0.163, 'neu': 0.682, 'pos': 0.155, 'compound': -0.128}",0.155,0.682,0.163,-0.128
2273,2274,1.0,0.6,"""you cannot rest properly""",2019-05-06,Thailand,"Business Class seats in the Boeing 777 are not comfortable and you cannot rest properly, as there are many angles, which are disturbing if your are tall; the length of the safety belts is a problem if you are even slightly overweight",Business Class,Boeing 777,2x3x2,May 2019,Business,,,,,0.2,no,emirates,Emirates,,0.8,0.6,0.6,0.6,0.6,0.4,business class seat boeing comfortable cannot rest properly many angle disturbing tall length safety belt problem even slightly overweight,"{'neg': 0.29, 'neu': 0.495, 'pos': 0.215, 'compound': -0.2748}",0.215,0.495,0.29,-0.2748
2274,2275,1.0,0.1,"""I can’t recline or sleep""",2019-04-01,United Kingdom,"On the Boeing 777-300 new business class seats when I recline I can only stretch one leg, which means I can’t recline or sleep. Only the front row seats allow full recline with both legs stretched. For goodness sake please stop these ridiculous business class seats. I can’t believe that Emirates didn’t realize this itself. Also the width of the seat is much less than before. Was very dissatisfying.",Business Class,Boeing 777-300,2x3x2,April 2019,Business,,,,,0.4,no,emirates,Emirates,,0.6,0.2,0.2,0.2,0.2,0.6,boeing new business class seat recline stretch leg mean recline sleep front row seat allow full recline leg stretched goodness sake please stop ridiculous business class seat believe emirate realize width seat much le dissatisfying,"{'neg': 0.183, 'neu': 0.655, 'pos': 0.163, 'compound': -0.2263}",0.163,0.655,0.183,-0.2263
2275,2276,1.0,0.6,"""Legroom was average""",2018-09-28,Germany,"The legroom of the A380 is okay. The seats are not too tight, as the A380 is quite a wide plane. Recline was broken on my seat, but what I saw was average. Legroom was also average. All in all, in my opinion, it is not worth paying the extra money compared to the competition.",Economy Class,A380,3x4x3,August 2018,Family Leisure,0.6,0.4,0.8,0.6,0.6,no,emirates,Emirates,1.0,0.6,,,,,,legroom okay seat tight quite wide plane recline broken seat saw average legroom average opinion worth paying extra money compared competition,"{'neg': 0.124, 'neu': 0.723, 'pos': 0.153, 'compound': -0.0772}",0.153,0.723,0.124,-0.0772
2276,2277,0.0,0.6,"""charging to book seats""",2018-05-31,United Kingdom,"Emirates have joined the race to the bottom and started charging to book seats like other airlines? Fine, do this for extra legroom/bassinet seats and maybe the upper deck economy seats on your two-class A380s but not for every seat on the plane. I paid for a window seat on both legs (JNB-DXB-MAN) as I didn't want to run the risk of being placed in the middle of a 3 and luckily ended up with 3 seats to myself as on the first flight the passenger on the aisle upgraded to business class, and on the second they moved elsewhere. Overall still a great airline and economy class better than most (especially on the A380) but re-think the seat charging policy, which adds a significant cost to the ticket especially for an average family of 4.",Economy Class,A380,3x4x3,May 2018,Solo Leisure,0.8,0.8,0.8,0.8,0.8,True,emirates,Emirates,0.8,1.0,,,,,,emirate joined race bottom started charging book seat like airline fine extra legroom bassinet seat maybe upper deck economy seat two class every seat plane paid window seat leg jnb dxb run risk placed middle luckily ended seat first flight passenger aisle upgraded business class second moved elsewhere overall still great airline economy class better especially think seat charging policy add significant cost ticket especially average family,"{'neg': 0.027, 'neu': 0.764, 'pos': 0.209, 'compound': 0.9231}",0.209,0.764,0.027,0.9231
2277,2278,1.0,0.4,"""seats need to be redesigned""",2017-11-17,Australia,The seats need to be redesigned to create a feel of more room and comfort. Very cramped compared to A380 could take a look at some other airlines seating on similar planes. I know that airlines try to save money but they don't need to reduce passenger comfort in doing so.,Economy Class,Boeing 777-300,3x4x3,March 2017,Family Leisure,0.4,0.8,0.4,0.4,0.4,True,emirates,Emirates,1.0,1.0,,,,,,seat need redesigned create feel room comfort cramped compared could look airline seating similar plane know airline try save money need reduce passenger comfort,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.8519}",0.34,0.66,0.0,0.8519
2278,2279,0.0,0.6,"""horribly dated IFE system""",2017-11-01,United Kingdom,"The seat was alright, however, it had a horribly dated IFE system and the seat just wasn't as comfortable as Emirates latest product. Food was alright, but isn't going to win many awards. Overall, the cabins on this Boeing 777-300ER aircraft are in bad need of upgrading, because their A380s are a lot better at the moment. My advice: avoid their 777s unless it is essential. Top marks for the content on their IFE and the charging ports, though. Their WiFi was slow, but was good enough to catch the Carabao cup draw!",Economy Class,Boeing 777-300ER,3x4x3,August 2017,Family Leisure,0.4,0.8,0.6,0.6,0.6,no,emirates,Emirates,0.2,0.8,,,,,,seat alright however horribly dated ife system seat comfortable emirate latest product food alright going win many award overall cabin boeing aircraft bad need upgrading lot better moment advice avoid unless essential top mark content ife charging port though wifi slow good enough catch carabao cup draw,"{'neg': 0.135, 'neu': 0.535, 'pos': 0.33, 'compound': 0.9022}",0.33,0.535,0.135,0.9022
2279,2280,0.0,0.3,"""disappointingly cramped conditions""",2017-09-28,United Kingdom,"Huge aircraft but disappointingly cramped conditions for long haul. My flight was cancelled moments before the gate was due to open. The flight was rescheduled for next day but crew claimed I was too ill to fly. I was offloaded despite my telling them I was not ill I just needed my medication. They then went through a show of calling a doctor in the US but by this time our bags had been taken off, so it had already been decided to offload us. The purser advised a doctor was waiting to see me and if he declared me fit to fly I could be on the next flight. All lies to get me off the plane, as there was no doctor and we were told to go home and see our own doctor and obtain a fit to fly letter. The airline then rebooked us onto a flight the next day but failed to tell us about it. So, four days after an attempt to fly with Emirates to Shanghai via Dubai, I am still in the UK with no ticket and no travel plans. Travel Emirates? Never again. There are much better airlines out there.",Economy Class,A380,2x4x2,September 2017,Couple Leisure,0.4,0.4,0.2,0.2,0.8,no,emirates,Emirates,0.8,0.8,,,,,,huge aircraft disappointingly cramped condition long haul flight cancelled moment gate due open flight rescheduled next day crew claimed fly offloaded despite telling needed medication went show calling doctor u time bag taken already decided offload u purser advised doctor waiting see declared fit fly could next flight lie get plane doctor told go home see doctor obtain fit fly letter airline rebooked u onto flight next day failed tell u four day attempt fly emirate shanghai via dubai still uk ticket travel plan travel emirate never much better airline,"{'neg': 0.109, 'neu': 0.815, 'pos': 0.075, 'compound': -0.5116}",0.075,0.815,0.109,-0.5116
2280,2281,1.0,0.5,"""Very narrow seats""",2017-09-25,United Kingdom,"Lucky to have an Extra Legroom seat which I paid for. 24A Window seat has no window but extra legroom. Bussed to remote stand to board aircraft from rear. Not a full flight so able to move about and have 2 seats. Food okay, nothing special and staff just doing what they had to. Very narrow seats, good inflight entertainment.",Economy Class,Boeing 777-300ER,3x4x3,September 2017,Solo Leisure,0.8,0.4,0.2,0.2,0.2,no,emirates,Emirates,0.2,,,,,,,lucky extra legroom seat paid window seat window extra legroom bussed remote stand board aircraft rear full flight able move seat food okay nothing special staff narrow seat good inflight entertainment,"{'neg': 0.058, 'neu': 0.673, 'pos': 0.269, 'compound': 0.7988}",0.269,0.673,0.058,0.7988
2281,2282,0.0,1.0,"""my favorite economy class seat""",2017-08-15,United States,"I flew Colombo to Dubai and Emirates has my favorite economy class seats and is one of the few economy seats that are comfortable for me. When I look at buying economy tickets on my budget, I have to look at the seat size. It is worth it to me to get an economy seat with Emirates.",Economy Class,Boeing 777,3x4x3,July 2017,Solo Leisure,1.0,1.0,1.0,1.0,1.0,True,emirates,Emirates,1.0,1.0,,,,,,flew colombo dubai emirate favorite economy class seat economy seat comfortable look buying economy ticket budget look seat size worth get economy seat emirate,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.802}",0.281,0.719,0.0,0.802
2282,2283,0.0,0.2,"""configuration in 380 is the worst ever""",2017-08-02,United Kingdom,"Very disappointed. Seats were packed in tightly, no legroom and the passenger in front reclined her seat throughout the journey making it extremely impossible for me to eat comfortably or sit in a comfortable position for an overnight flight from Dubai to Bangkok. I was looking forward to experiencing the A380. However, Emirates have configured the economy class seating to suit their profit rather than customer comfort. Of all of the airlines I have flown with, the economy configuration in the Emirates 380 is the worst ever.",Economy Class,A380,3x4x3,July 2017,Family Leisure,0.2,0.2,0.2,0.2,0.2,no,emirates,Emirates,0.2,,,,,,,disappointed seat packed tightly legroom passenger front reclined seat throughout journey making extremely impossible eat comfortably comfortable position overnight flight dubai bangkok looking forward experiencing however emirate configured economy class seating suit profit rather customer comfort airline flown economy configuration emirate worst ever,"{'neg': 0.129, 'neu': 0.661, 'pos': 0.21, 'compound': 0.552}",0.21,0.661,0.129,0.552
2283,2284,1.0,0.6,"""seats are quite uncomfortable""",2017-06-03,Italy,"The seats are quite uncomfortable for people higher than 1,80 and in particular if in economy class, three people higher over 1,80 with normal shoulders are seated in the same row this can cause several problem to all three. The seat-back are too narrow in all the Boeing 777 categories and a flight of 4.5 hours can be acceptable but a flight with the same plane (Boeing 777-200 LR) a flight of 14/16 hours could be not comfortable for an higher person.",Economy Class,Boeing 777-200 LR,3x4x3,May 2017,Solo Leisure,0.8,0.8,0.4,0.2,0.4,True,emirates,Emirates,0.8,,,,,,,seat quite uncomfortable people higher particular economy class three people higher normal shoulder seated row cause several problem three seat back narrow boeing category flight hour acceptable flight plane boeing lr flight hour could comfortable higher person,"{'neg': 0.127, 'neu': 0.747, 'pos': 0.127, 'compound': 0.0018}",0.127,0.747,0.127,0.0018
2284,2285,0.0,0.8,"""pleasant seating experience""",2017-05-26,United States,"The Boeing 777-300 ER seat was comfortable with sufficient recline, back support & lumbar support. Legroom was as expected & made matters worse due to the long travel time of 12.5 hours. The food tray table was a little too intruding & made matters worse but might vary as per an individual's build. The ICE in flight entertainment was top notch except for the sluggish touchscreen. There was 1 universal power supply outlet provided next to the TV screen. Overall a pleasant seating experience.",Economy Class,Boeing 777-300 ER,3x4x3,January 2017,Solo Leisure,0.6,0.8,0.6,0.6,0.8,True,emirates,Emirates,1.0,1.0,,,,,,boeing seat comfortable sufficient recline back support lumbar support legroom expected made matter worse due long travel time hour food tray table little intruding made matter worse might vary individual build ice flight entertainment top notch except sluggish touchscreen universal power supply outlet provided next tv screen overall pleasant seating experience,"{'neg': 0.131, 'neu': 0.591, 'pos': 0.278, 'compound': 0.7845}",0.278,0.591,0.131,0.7845
2285,2286,3.0,0.8,"""Legroom is just about ok""",2016-12-30,United Kingdom,"Seats were chosen when I booked online 7 months prior. Requested Row 42J/K on the A380 and 46J/K on the Boeing 777. On the A380, Row 42 is the second row from the front on the lower deck, meaning there is no middle set of seats, just the forward stairs going to the upper deck (business and first class seats). Also, being forward of the wing and engines mean it's a quieter part of the cabin. The seat width is sufficient for the 7 hour journey between London and Dubai. Legroom is just about ok, but when the seat in front is reclined, you do have to make an adjustment if you are watching the tv screen. Screen is a good size, and the ICE entertainment system offers a vast selection of movies and box sets to keep you occupied. A good plus is that these films can be started immediately, so you can start your entertainment while the aircraft is still preparing for departure. However, we were surprised that the cabin crew come round to collect the headsets prior to landing. My advice is always travel with your own headsets (and adaptors). There are charging ports available so if you are using your own equipment, you won't run out of juice. Food and drink is complimentary (as is expected from an airline of this standard). However, the meal choice was the same as offered on the same route in 2013. Would have thought the menu could have been changed in three years. On the Boeing 777, Row 46 is five rows from the rear of the aircraft and as such, is the first Row where the layout reduces from 3-4-3 to 2-4-2. If you are travelling as a couple, the side seats on Rows 46 to 49 are the ones to aim for (Row 50 suffers from being too close to the galley and toilets). Seats are fine in width, but as they have three seats in front, you can angle your legs across to get more legroom. So a definite plus there. We had booked the same rows for our return flights. Would definitely recommend if you're travelling on these aircraft.",Economy Class,A380-800 / Boeing 777-300ER,3x4x3,April 2016,Couple Leisure,0.8,0.8,0.8,0.8,0.8,True,emirates,Emirates,0.8,1.0,,,,,,seat chosen booked online month prior requested row boeing row second row front lower deck meaning middle set seat forward stair going upper deck business first class seat forward wing engine mean quieter part cabin seat width sufficient hour journey london dubai legroom ok seat front reclined make adjustment watching tv screen screen good size ice entertainment system offer vast selection movie box set keep occupied good plus film started immediately start entertainment aircraft still preparing departure however surprised cabin crew round collect headset prior landing advice always travel headset adaptor charging port available using equipment run juice food drink complimentary expected airline standard however meal choice offered route would thought menu could changed three year boeing row five row rear aircraft first row layout reduces travelling couple side seat row one aim row suffers close galley toilet seat fine width three seat front angle leg across get legroom definite plus booked row return flight would definitely recommend travelling aircraft,"{'neg': 0.029, 'neu': 0.818, 'pos': 0.153, 'compound': 0.9595}",0.153,0.818,0.029,0.9595
2286,2287,1.0,0.6,"""how uncomfortable it would be""",2016-12-21,United States,"Flew from Chicago to Dubai on Emirates Boeing 777. I heard that they have a 3x4x3 configuration but didn't realize how uncomfortable it would be. My wife and myself got one of the 2 seaters way in the back. I could easily get my butt into the seat but for the first time realized that along with the seat width, you need to consider the breadth of a person. Your overarm is always larger than your hips and hence, my wife and myself were literally getting into each other's space. For the seats, I have to sadly give Emirates a 1 star. Service on this sector was magnificent. The flight attendant that was taking care of us truly had a very proactive mind set and was taking care of all the passengers very very well. Food was very good for a coach class. Movie selection was terrific. Wouldn't get bored at all.",Economy Class,Boeing 777,3x4x3,December 2016,Couple Leisure,0.2,0.8,0.2,0.2,0.4,no,emirates,Emirates,1.0,1.0,,,,,,flew chicago dubai emirate boeing heard configuration realize uncomfortable would wife got seaters way back could easily get butt seat first time realized along seat width need consider breadth person overarm always larger hip hence wife literally getting space seat sadly give emirate star service sector magnificent flight attendant taking u truly proactive mind set taking passenger well food good coach class movie selection terrific get bored,"{'neg': 0.09, 'neu': 0.67, 'pos': 0.24, 'compound': 0.9118}",0.24,0.67,0.09,0.9118
2287,2288,1.0,0.8,"""was perfect for me""",2016-11-20,Qatar,This was an aisle economy seat right up front at 18C on an Emirates Boeing 777 200. I'm a fat guy so the seat is important for me. The seat belt was plenty long enough and the isle front row gave me lots of leg room. The seat included a fold out screen and was not too confining for me even though it was bulk head economy. This was perfect for me.  This flight was cheaper and better. I've very happy.,Economy Class,Boeing 777 200,3x4x3,November 2016,Business,1.0,0.6,0.8,1.0,0.4,True,emirates,Emirates,1.0,0.8,,,,,,aisle economy seat right front emirate boeing fat guy seat important seat belt plenty long enough isle front row gave lot leg room seat included fold screen confining even though bulk head economy perfect flight cheaper better happy,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.9022}",0.262,0.738,0.0,0.9022
2288,2289,0.0,0.1,"""seats very narrow and squashed""",2016-11-06,South Africa,"The seats on this Emirates Boeing 777-300ER aircraft are very narrow and squashed. They are not suited to long haul flights at all. The average sized man will spend the whole flight overlapping into the next seat and competing with his next door seat occupant for shoulder and elbow room. The choice of an aisle seat means you will continually be bumped by passing staff and trolleys. I have no idea what entered Emirates mind when they introduced this tiny seat, but I handed back my Frequent flyer card on the last flight of a set of 4 since I will have no further use for it on aircraft of this type.",Economy Class,Boeing 777-300ER,3x4x3,October 2016,Couple Leisure,0.6,0.6,0.2,0.2,0.8,no,emirates,Emirates,0.6,0.4,,,,,,seat emirate boeing aircraft narrow squashed suited long haul flight average sized spend whole flight overlapping next seat competing next seat occupant shoulder elbow room choice aisle seat mean continually bumped passing staff trolley idea entered emirate mind introduced tiny seat handed back frequent flyer card last flight set since use aircraft type,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
2289,2290,1.0,0.9,"""A380 seat was large""",2016-10-30,Indonesia,"The A380 seat was large and the legroom is comfy as I am 180 cm. But when your seat near the window it's difficult to go if you want go to toilet. Because the headset plug in to LCD not your seat, you must ask people who seat near you to stand up and unplug their headset. The LCD is usual some difficult to operate because the touch screen not really sensitive. And some are good. But anyway you can use your remote to operate it.",Economy Class,A380,3x4x3,October 2016,Solo Leisure,1.0,0.8,1.0,0.6,1.0,True,emirates,Emirates,0.8,1.0,,,,,,seat large legroom comfy cm seat near window difficult go go toilet headset plug lcd seat must ask people seat near stand unplug headset lcd usual difficult operate touch screen really sensitive good anyway use remote operate,"{'neg': 0.119, 'neu': 0.806, 'pos': 0.075, 'compound': -0.2075}",0.075,0.806,0.119,-0.2075
2290,2291,0.0,0.5,"""small and cramped seats""",2016-10-06,Australia,I have had to fly from Adelaide to Frankfurt four times within 12 months. One trip was ex Perth via the Airbus 380 which was just passable and the rest via Boeing 777. It seems that the people that design airplane seats never travel in economy class for more than a couple of hours. I am totally amazed that the airlines are getting away with these small and cramped seats for long haul flights. Fortunately I am not the tallest person and I feel sorry for someone that is a bit taller than I am because I feel very uncomfortable after about 3 hours. There are no foot rests available. Unfortunately I can’t afford to fly Business class but if the airlines priced this more realistically more people would avail themselves of this.,Economy Class,Boeing 777,3x4x3,September 2016,Solo Leisure,0.4,0.2,0.2,0.2,0.4,True,emirates,Emirates,0.8,0.8,,,,,,fly adelaide frankfurt four time within month trip ex perth via airbus passable rest via boeing seems people design airplane seat never travel economy class couple hour totally amazed airline getting away small cramped seat long haul flight fortunately tallest person feel sorry someone bit taller feel uncomfortable hour foot rest available unfortunately afford fly business class airline priced realistically people would avail,"{'neg': 0.092, 'neu': 0.858, 'pos': 0.051, 'compound': -0.204}",0.051,0.858,0.092,-0.204
2291,2292,0.0,0.2,"""seats narrow and uncomfortable""",2016-09-05,United States,"The seats in Economy Class on the Emirates Boeing 777s I flew were too narrow and uncomfortable. Emirates and other airlines who use 3x4x3 seating in a B777 should re-think this. The 777 is very comfortable when it has 3x3x3 seating, but squeezing an extra seat in makes the experience very unpleasant - awkward both physically and culturally. Also, though Emirates is rightly proud of its extensive IFE selection, the touch screen was very awkward to use, the the headphones delivered very poor sound quality.",Economy Class,Boeing 777,3x4x3,August 2016,Solo Leisure,0.6,0.4,0.2,0.6,0.6,no,emirates,Emirates,0.4,0.6,,,,,,seat economy class emirate boeing flew narrow uncomfortable emirate airline use seating think comfortable seating squeezing extra seat make experience unpleasant awkward physically culturally though emirate rightly proud extensive ife selection touch screen awkward use headphone delivered poor sound quality,"{'neg': 0.233, 'neu': 0.642, 'pos': 0.125, 'compound': -0.5574}",0.125,0.642,0.233,-0.5574
2292,2293,1.0,0.9,"""always choose an aisle seat""",2016-08-30,United Kingdom,"I fly frequently on Emirates usually between London and Asia. Personally I would rather fly via DXB with a short leg stretch and break the journey into two chunks. Otherwise 14 or 15 hours in economy just gets boring. When you consider seat comfort, inflight entertainment, seat power and Wifi the Emirates back cabin is superior to premium economy on many others. I always choose an aisle seat, centre and on the odd occasion when flights are not completely full it is pretty much guaranteed to get an empty adjacent seat.",Economy Class,A380,3x4x3,August 2016,Solo Leisure,0.8,0.8,1.0,1.0,1.0,True,emirates,Emirates,1.0,1.0,,,,,,fly frequently emirate usually london asia personally would rather fly via dxb short leg stretch break journey two chunk otherwise hour economy get boring consider seat comfort inflight entertainment seat power wifi emirate back cabin superior premium economy many others always choose aisle seat centre odd occasion flight completely full pretty much guaranteed get empty adjacent seat,"{'neg': 0.093, 'neu': 0.728, 'pos': 0.179, 'compound': 0.7832}",0.179,0.728,0.093,0.7832
2293,2294,0.0,0.4,"""Seats narrow with little leg room""",2016-08-28,Australia,"We fly back from Madrid to Adelaide in 2 days time after being away for just over 5 weeks commencing our holiday in Prague. It has taken me 5 weeks for my ankles to stop swelling. I am 5'8"" / 173cm tall and average build. Seats on both flights were narrow with little leg room. It has been over 3 years since we last flew. I always regarded Emirates as one of the top airlines with comfortable seats, good leg room and elbow space and excellent service. I now take this back. The service was no where near their high standard. Each time I've flown previously, the flight attendants have been friendly, helpful with all passengers and walked through the cabin offering water. This is the first time I've flown getting off both flights very dehydrated and with swollen ankles. Wake up Emirates. Qatar Airways fly into Adelaide now and their economy seats are larger. Seats 18D and 46D.",Economy Class,Boeing 777-300ER / A380-800,3x4x3,July 2016,Couple Leisure,0.4,0.4,0.4,0.4,0.6,no,emirates,Emirates,0.4,0.6,,,,,,fly back madrid adelaide day time away week commencing holiday prague taken week ankle stop swelling cm tall average build seat flight narrow little leg room year since last flew always regarded emirate top airline comfortable seat good leg room elbow space excellent service back service near high standard time flown previously flight attendant friendly helpful passenger walked cabin offering water first time flown getting flight dehydrated swollen ankle wake emirate qatar airway fly adelaide economy seat larger seat,"{'neg': 0.024, 'neu': 0.759, 'pos': 0.218, 'compound': 0.9531}",0.218,0.759,0.024,0.9531
2294,2295,1.0,0.9,"""good seat with good service""",2016-07-11,Hong Kong,Good seat with good service. The seat itself is comfortable comparing for other airlines but not a really special point for choosing this airline.,Economy Class,A380,3x4x3,August 2015,Business,1.0,0.8,1.0,1.0,1.0,True,emirates,Emirates,1.0,1.0,,,,,,good seat good service seat comfortable comparing airline really special point choosing airline,"{'neg': 0.0, 'neu': 0.427, 'pos': 0.573, 'compound': 0.902}",0.573,0.427,0.0,0.902
2295,2296,0.0,0.6,"""seats are too small and rigid""",2016-03-27,Saudi Arabia,"It was a good experience, but I had disappointment in some area for example, foods, it was so cold and it consists of 2 mini sandwiches, nuts, small piece of Konafa and water. Also, the seats are too small and rigid. The trip was too short (approximately 1hr) but I had some of back pain! I don’t know how the people travel 15 hour flight with those seats! The seat screen was big and the contents were good and a lot of choices, but the Arabic songs were not too much. I you want to sleep and you do not want anyone wake you up even when the food came, you have only put a sticker in top of your seat and no one will wake you up. Generally, my experience was good but I will make a lot of thinking when I may choose this airline in the future.",Economy Class,Boeing 777-300,3x4x3,March 2016,Solo Leisure,0.4,0.6,0.2,0.4,1.0,True,emirates,Emirates,0.8,1.0,,,,,,good experience disappointment area example food cold consists mini sandwich nut small piece konafa water seat small rigid trip short approximately hr back pain know people travel hour flight seat seat screen big content good lot choice arabic song much sleep anyone wake even food came put sticker top seat wake generally experience good make lot thinking may choose airline future,"{'neg': 0.112, 'neu': 0.744, 'pos': 0.145, 'compound': 0.34}",0.145,0.744,0.112,0.34
